cleaned_text,sentiment_numerical
tuned listen meeting know high schoolcollege french doesnt cut anymore,1
chronic illness blog let know ill post link,1
weekend getting close bad ill stuck north hopefully ill able get next weekend real life fun,2
jt regular snl,1
twappy,1
never late need buck idea stop bunch stuffy old reactionary,0
happydont know reason,0
fan rofl thats problem two hand,0
transport church wont making im crushed oh well time assignment suppose throat really hurt,0
timeeee mom say something daw tomorrow eh never compelte,1
ive sat sunbathing bombed church day left missed,0
know exactly,1
ive made game stephen well actually u,1
thanks follow nice rest,2
sensation ocean white portugal absolutely amazing adoreiii,2
yeah got ur text well ive summer break week far boring watch tennis match,0
ive nudged much going lately umped game wknd took one pill,1
saw bird slowly die right next,0
hahahaha train want wild ride,2
love family feud episode kardashians tonight,2
im coming new plan bestie oh one gonna great,2
hmmm,0
lmaoummmm nothing,1
haha agreed lol,2
hello im late playing internet love,2
music video made project city contagious uploading youtube,1
theyre sappin mah sentry errr yea im without power home right,1
crash qmbol,0
perth australia,1
beach phenomenal day,2
forgot tonight planning heading cask might good idea,0
tiredbut cant go bed yet,0
youre night owl huh,1
haha kidding listen day long bud,2
going group therapy session cant wait spill gut ha ha ha,1
eat good,2
happy mother day esp mommy,2
phone old rotary,1
look time sunk totally shocked tbh,0
im schaumburg rite u want ice cream lol type chilly outside lol got ice cream,1
im donehaha house md marathon ulet,2
omginorite id fancy tophatted time really bad cant grow handlebar moustache,0
got ya wouldnt bad tho right,0
finish clean computerguest room cupboard stuff,1
watched slumdog millionaire soo goood love sad,1
feel sound like kiya last night say get comfy couch enjoy cuddle,2
eh u never heard belfast like everyone love,1
wow,1
yes cant understand mean know hollywood thing called love,2
hve blister pinky nd hurt soooo much,0
watching happens vega,1
oh happy day nice weather smiling happy baby icecream later,2
headed beach puppy maverick hug much aloha,2
want borrow mx weekend,1
lol peek coming along nicely totally understand leaving set quiet,2
uk train bristol london terrible wifi,0
everything spinning,1
serafina headed way,1
d version suck,0
way school feeln rainy day lot fun weekend,1
congratulation heart hacker computer hacker,2
going sooooo busy today funny hate busy day,0
still hour,1
oh dear thats disturbing coffee connoisseur died little,0
ouch give head ill know duck,1
problem superstar always deliver huge file much energy pixel,0
realised much love sunday,2
wish headachealmost migraine would go away,1
hairspray hair lighterbong new haircut,1
listening jesses music myspace also getting hang twiiter feel need follower dont shy,1
ahhh ok remember film never saw though check thanks,2
traveler want tix oh right im know near vacaville ca,1
guy called adhd kid earlier today hurt,0
im surfin,1
meebocom free thing doesnt effect comp thats use,2
insomniaa trying sleep hour,1
happy mother day mamma,2
welcome twitter world andrew tell david twitter haha kiddin know doesnt want one booo,1
decorated mom room asleep mother day shell wake banner balloon woo,2
jealous wanted see film,0
hk funny,2
amazing x,2
th post dedicated sarahsunny weatherand love snake plane bring song died already,1
chatting matt mercy mercedes lol,1
im work im still sick im really pissed sunday,0
indeed glad hear everything good im great life good,2
scramming little early nib sound pathetic,0
wash dish like bos lol,1
wish schoolbut sadly still like another month left,1
make one im still craving shrimp,1
consolation ive abandon back garden thanks superreflective laptop screen,2
sorry letting,0
serious bloooooows,0
counting crow table mountain casino event center near fresno july,1
dw funny,2
happy came said hi twas nice meet indeed thanks much coming talking,2
aw wee lassie made cry tear streamin doon face lol thats wee shame x,0
ooo goddddd vodafone trouble network,0
study day finished care plan hungry hell ima go treat burrito good day work,2
ur mom called guess c u,1
definitely feel sorry jamie stewart amsterdam audience really suck read post may th,0
im feeling twitter moment,1
feel like babysitting want go gym weird know miss zack,0
wow thats big listlol would happy got half done feel lazythanks kidding,1
hate cant sleep,0
edgefest maybe since youre driving,1
here healingsleep energy sweetie,2
thats alright add egg maybe sort leftover meat bad,2
sorry bro thats rough,0
excellent chiang mai definitely possible next vacation stop thanks info,2
grr allowed gas grill live suck,0
oh nosorry hear,0
thats love,2
definitely coming hope ur ready,2
much homework think going hide corner cry,0
sad david leaving tomoro week,0
pleasure bojan,2
decaf isnt cutting right,1
sound good,2
xo today yeah,1
would dover race played classic,1
humidity friend ask hair,0
im going vega summer,1
advisor haha im going turn thingsbut cant tweet phone stupid spammer,0
kicking like crazy,1
poor thing,0
home dont feel like going work tomorrow,0
day going well far meeting though,2
thank u sweetie cant wait set sail u next week,2
listening hallelujah youtube leonard cohen win xfactor,2
weather good mmm today shame working tomorrow,1
watching friend reduces stress inside thanks bright kauffman crane created series love love love,2
finished work midday kiddie dinner getup go ah well bank holiday fb,1
tmeme besties twitpic besties,1
hmm first pizza age feel bit sick thatll teach,1
sister stupid party wanna hang friend hilly wont txt back,0
hoping one day able go date year old boyfriend without parent,2
spend office,1
fort greene brooklyn flea lovely looking forward next weekend already,2
cant exam wednesday,1
today first day,1
need get adjustment neck whack,1
omg cliff richard song mind lol,1
wolfram got chinese room problem chinese bangalorean hacker run without knowing english,1
ive reply topic yet lolz welll somethin could reply yanno,1
woo hoo sun outside might able get sunset shot tonight finger crossed,1
transtelecom,1
youre good friend dave wait hope dont wait long though,2
last time well get taco like,1
seen game website awesomness go msn,2
u magazine,1
haha lol one effing cool got wutang pe tshirts gorgeous represent time,2
great im glad enjoy hope great day,2
hmmm he lovely wish im tired cant sleep,1
lost u ending mean dont eat greypoupon anything prefer bleaker original,1
good morning got afternoon germany,2
getting stressed sortie tomorrow like really really stress,0
bread oven room cleaned almost done thing list today,1
stathamfans sure dedicatedgotta love great productive day,2
stuck lady,0
stuck anniston mississippi got car accident im scared drive boy driver ed fun summer,1
leme put bottle ciroc yababy make popular,2
live chat soooon likely,1
eating breakfast panera bread boring cloudy weather lil drizzle,1
kikireestl nooo yahoo account hmm wanna say bk day idk fosho,1
reg gig yet hopefully havent done massage actually,1
todayy yayy,1
macbook pro sitting close poor macbook ashamed plastic face side,0
school w linda nothing miss,0
weird guy house without dont like,0
bit disappointed killer jonathan ross he sexy hell though,0
didnt even get chance shop aldi,1
nz busyfun mother day thanks got wanteda wii fit yay,2
forgot happy mom day,2
really good mood absolutely reason tee,2
hmm guess world headed daylets make prediction,1
far ive tried kill twice min ive outside tripping stupid thing knew shouldve stayed bed,0
loong day bed cuddling papabear watching south park yay bday bbq tomorrow cant wait,2
baby shut,0
still read em,1
ah midday great time breakfast,2
wish could go gotta work,2
spent last year largely ambivalent sw dev practice feel care factor returning look,0
im back first k running race still alive,2
curse upon ridiculously slow internetz work dang image loaded,1
okay reason im buying app hate ea stand simcity rock though,1
fun,2
wedding reception fun thought,2
noticed new sidebar twittercom look nice,2
ill put name list,1
good morning fellow tweeter,2
know love,2
im feeling higher mt everest,2
everyone working tonight im bored,0
owned actual cellphone would video called qik,1
oh joy gong long weekebd yipee ãâ¡,2
goin sleeeeep,1
report finding,1
hey easyjust type youre like facebook much simpler good day,2
wondering come mcdonalds take long deliver food,0
lmaothats sad kinda discourages rom goin wack,0
yup going he mother effin champion lol,1
oh radio amazing yesterday,2
im mad cuz cant get picture work,0
worst,0
shoe hurt foot,0
first fight,1
back work,1
beautiful nice day im stuck inside,2
disappointed,0
aarg look like go home vega weekend much maker faire,1
fawxing crayon,1
im sorry hear youre hospital hope youll better soon,1
salt pig thing coz broke one lol guy even wat salt pig,1
omg beckky love shouldve g rootin hows thing going,2
birthday,1
thanks anyway,2
browsin thru video multiply saw video u sang bf miss n miss pls come back wherever u r,0
ate much,1
always xtra cleaning b leaving da road springhill suite cafe yum,1
think something better view tight budget,1
aww sound sad,0
car shopping kacy yay,2
working graveyard shift,1
dad totally rocked offspringpretty fly white guy haha,2
yup mother day plan birthday,1
arg exile still problem alttabbing,0
rip curl,0
pretty black top flower pink hue,2
get catacomb ffrom cinema tried get local one little ago theyh didnt,1
dr hook awesome,2
quite welcome mr poole,1
today xkcd looking forward daily update week,1
know miss,0
raining past day actually sunny today well little super cloudy,1
younger sister fly next week two week visit blessed look forward seeing family member visit,1
biggest headache ever photosensitivity getting control help,0
tweet also filming place w signal hmmm,1
yeah whateverin twisted mind maybe lol oh wait thats mine,1
see coffee table r u cominging insult cleaning rest house,0
mine,1
im mo nudge better watch,0
come hard find guy passion love woman ever going see day im lonely yall,0
urghhhhhhhhhh makeing cry,0
absolutely truthe horror still wash ovr sometimes think abt actual last day gd memory go,1
mariemy heart go,0
inc sound good still like friday although mean go work tomarrow,2
like anne curtis tho rite soap thats gonna replace,1
window runningvery happy got sum wicked new feature,2
look youtube jessandnicolemusic new leave comment subscribe thankyou x,1
need break need kitkat haha,2
oh totally work,2
psa ive usuing twiddict last tweet yet show bored bare w,0
historical jesus ever exist im finding hard prove hearsay account bug,0
dont need server someone know program use wordpress love knowledge limited right,1
watch id forgottenmost enjoyed reseeing paying today face doesnt bounce back anymore,2
excited week trying productive monday trying hard,2
sooo lucky fiance away wthe marine corpshavent even seen yet,2
sarah mcglaclan song background please donate jpnnbak fund dinero cable bill think make,1
omg anyone see wee girl bgt sucha shame,0
gday know nhibernate issue com interop vb net wrapper netnhibernate dll im getting crazy,1
helloaint tweetin day cuz switch thing da new place exhausted sick,0
g price drop would nice want another one backupbluray player,2
im wit cha got home da reggae club wishin sexin somebody,2
like binary code name say zirconcode well xd looking nice better,2
cant get im waiting room,1
lol glad like,2
didnt save link dont need distraction need motivation,1
ugh two week push produce six pack produced nothing pain,0
sum tell vote miley seems sum peeple r still voting went mtvcom nd seems cant vote,1
thanks dear wish best,2
said hi u,1
omg madness came radio,0
mommy oh well hope get better,2
snood,1
maybe going see hannah montana movie todaaaay ive seen one time cant wait see,2
managed find bottle pimms weather go,1
itssarah congrats sarah thats awsum,2
really bored today ate bowl ful rasberries grape im waiting dinner,0
teacher made lamest joke today darth vaders birthday cuz may th lol love happy star war day everyone,2
oh marathon mahasha,1
yes sir sure,1
cool detail made please tell,2
thats one wish video compilation thrusting,2
congrats howie hope bring little james germany soon wish best family,2
fun sad guy,1
guinea pig died today,0
huge block snack chocolate ti calling name already,1
room hot sleep,0
possibly yes,2
ellen shes rescue bad hip deserves pampering shes full life though,1
play quake min,1
hope went well rooting comfortable world phd application formfillingin,2
go msn need talk something happened today,1
click without subscription needed vote tweet today best list,2
goodnight tweeps,2
aww miss least get go home right,0
barrel made hey pas barrel,1
thanks adding,2
cant wait watch next season hero,2
bored making mother day card,1
sometime around midnight airborne toxic event literally cannot escape fml,0
think max cat may really gone,1
working logo photoshop didnt work hehe try lah,1
bird living find way kill thing beside exterminator vega suck,0
oo wisdom teeth hurt much,0
airsoft much fun play brother great bonding experience,2
know help almost everyday,1
saw half rro staff walk bysadly didnt see,0
totally agree wasnt even good judge said wither said make feel better,1
want listen musiq soulchild ipod,1
didnt meet rosie donnell still fun night,2
thats right stare everyone else working thier laptop,1
nice cake cant like haha thats sooo gayy though,2
sunny entered subbasement raining,1
orange vitamin water new addiction u try,1
yay thanku hug,2
said im bummed missed sigh want go california,0
ã¯â¿â½ã¯â¿â½we ready new generationoh yeahwe backstreet fan proud,2
recover photo,1
never want lose fan got u thank saying wish others nice day greets,2
chillin bored drinking margarita txt,0
killer coming td banknorth boston pm cant go everyone else go though ticket sale sat,0
mom hair salon dying hair,1
good morning mommy happy mother day pull cat tail know like,2
thats good,0
thanks love video dont need download dont offer everything want try,2
noticed ridiculous,0
im riding high low mood chore blow,1
hate website say ticket price another website,0
min brake wrrkk,1
ok outta follower u ive talked lol dont shy dont biteeee,1
yes thanks haha field flower dont exist singapore well one frolick in,2
whered song go site want computer,1
munchin bacon butty woohoo faves,2
school today teacher cancelled lesson chillin,2
eye starting hurt late must reach update due tweet sent youuuu philippine tour pleeease,0
hair dresser passed away yesterday breast cancer greatest hair dresser id ever,1
supposed go tomorrow tooooo use gas ticket money pay car inspection fee,1
best thing ever done carry birth child,2
mother city terrell texas district city council seat im mia lol happy mother day,2
friday eveningwhat idea,1
im tired cant sleep try,0
alone old house thanks net keep alive kicking whoever invented net wanna kiss hair,2
know mean little dog sinking depression want move someplace tropical,0
sutra next youtube video gonna love video,2
omgssh ang cute ng bby,2
